UserID,ISBN,BookRating
242,3257216416,7
242,3257233051,9
242,342311360X,10
242,3453212150,7
242,3492045642,8
242,3498020862,8
242,3499110695,7
242,3499151502,9
242,3548254268,10
242,3570300099,6
242,3596292646,7
243,0060915544,10
243,0060977493,7
243,0140272100,6
243,0316601950,9
243,0316776963,9
243,0316899984,7
243,0375400117,10
243,0385316895,6
243,0385720106,7
243,0425163407,9
243,044023722X,7
243,0446364800,9
243,0446606383,6
243,0449006522,6
243,0553580388,8
243,0786863986,5
243,0803251718,5
243,155874262X,5
244,0060977493,7
244,0060987103,8
244,0151008116,9
244,0375704965,8
244,0525947647,9
244,0804111359,8
244,155874262X,6
244,1558744150,6
247,0435272683,7
254,0064471047,7
254,0142001740,9
254,0312863934,9
254,0373226144,5
254,0373836023,7
254,037582345X,9
254,0375823468,9
254,0380730448,8
254,0380789035,10
254,0380973650,9
254,0380973839,9
254,0399146431,9
254,0439064864,9
254,0439064872,9
254,0439136350,9
254,0439136369,9
254,0439139597,9
254,0451167317,8
254,0451406176,6
254,0451409256,7
254,0451524934,9
254,0451526341,8
254,0590353403,9
254,0618002219,9
254,0618002227,8
254,0671021001,7
254,0679879242,8
254,156389226X,9
254,1563895730,9
254,156971620X,9
256,0440235502,9
256,044023722X,8
257,1573225487,8
257,1853260673,8
272,0060977477,7
272,0520011171,7
272,0670856045,7
272,0872200760,8
273,0671649949,6
278,0590431110,6
280,0316769487,7
289,0064470113,7
289,0553571486,6
291,0972044205,9
300,0312963009,5
300,0345430476,5
300,0380728729,5
300,038081840X,5
300,0449912302,9
300,055329198X,5
300,0671018930,5
300,0812541642,5
302,0312988699,4
310,8483007010,7
313,0385313748,8
323,1575843366,5
326,0684193957,10
332,0380730138,6
334,1573228737,8
337,9681500555,9
339,0452283914,8
345,067153484X,6
356,0380728273,7
361,8433914545,8
361,8484509141,4
362,0446606197,7
367,0449005615,9
372,3596214629,8
376,0062770500,7
376,0671847546,5
383,0380815923,10
383,0385416342,10
383,0425098109,5
383,0517577402,10
383,0743411269,5
383,0891091963,5
383,1880185008,5
387,0198320264,2
387,0373196989,6
387,0451527747,10
387,0812504208,9
388,0060973897,8
388,0060976845,3
388,006101351X,6
388,0140104682,6
388,039456894X,8
388,0449002632,7
388,0449213773,10
388,0452279690,10
388,0553569058,10
388,0679725393,9
388,0802114369,8
388,0819154946,8
388,0897322339,7
388,0940322978,4
388,1573225126,5
388,1579651658,8
388,1878424319,7
392,8427007450,10
392,8429725792,7
392,8474103347,7
392,8475960650,5
392,8475960936,9
392,8476021844,5
392,8477270120,5
392,8478092943,7
392,8478098267,9
392,8478884963,9
392,8483002523,5
392,8486433193,5
393,0600586898,6
393,1857938011,6
408,0312283784,8
408,0553582682,9
408,0590947257,8
408,0801491827,6
408,1561561428,7
413,0553210092,8
413,0553258524,7
424,0316314927,5
424,0375414746,6
424,0425156842,7
424,0452277337,7
424,0671021001,6
424,0805063897,8
430,0679777431,8
431,0553285343,4
432,0486285529,7
433,0385495145,7
433,0842329129,5
440,0393321576,8
440,0743424425,10
440,0786868015,7
441,0446610178,7
441,0684854953,5
441,0743229878,8
444,0385337132,7
444,0440235057,7
444,0618119760,7
444,0871138646,8
446,0026329859,10
446,0060925000,8
446,0060932759,8
446,0061000280,10
446,0393048977,5
446,039914739X,3
446,0451523318,10
446,0486281965,10
446,0684824442,9
446,081296666X,5
446,1877727083,8
447,0486206173,4
453,0312278586,6
460,8845229041,3
460,887641486X,8
463,0140370900,8
472,0030096189,10
472,0312965745,5
472,0345374657,9
472,0395710901,9
472,080521061X,9
475,0679310002,10
476,0312288115,5
476,0515118656,8
476,1561672033,8
479,0425178242,7
486,0060976845,8
486,0451202341,8
486,0743418190,7
487,0345441133,7
487,0385335407,8
487,0385490992,7
487,0486272664,9
487,0671888587,6
487,0945586051,7
489,0590419625,7
493,0385472951,8
494,0451195663,5
496,0425182878,8
496,055356451X,8
499,0743412621,10
500,0849943450,10
500,084994371X,8
503,0140179836,10
503,0385496095,10
503,0439099404,10
503,0515131679,8
503,068484267X,10
503,1558743669,10
505,006017143X,9
505,0345313860,7
505,0385306032,8
505,038549825X,8
505,042517736X,7
505,0553202294,8
505,0671868713,8
505,0679401377,8
505,0805056491,9
505,0816152446,7
505,1562827049,8
507,0020427859,9
507,0060558865,8
507,0142001740,10
507,0312312628,9
507,0312986769,9
507,0345369068,8
507,0451184718,9
507,0553564528,7
507,0553576801,7
507,055357695X,7
507,0553583468,7
507,0590021117,7
507,0679893105,9
507,0689710879,10
507,0689710887,10
507,0767912918,7
507,0821772953,8
508,0385335679,6
508,0440122090,7
512,0671525832,5
513,0553279572,9
523,0060930187,8
530,0516076272,10
537,0679450432,7
538,0821775863,8
542,0670855758,8
558,0446364193,8
565,0061042943,8
566,0312206763,6
566,0385314019,6
566,0399144463,2
566,0618231617,8
566,0743444167,6
567,0140185216,10
567,0425174484,8
567,0486272745,10
567,0684717255,9
567,0787955671,8
585,8807120194,7
592,0062507249,7
595,0060083298,9
595,0140293248,9
595,0446610399,9
595,0446672211,10
595,0807070718,8
595,1576737357,7
596,0345305477,10
596,0743213831,8
619,0062517856,7
619,015600710X,8
619,0316735027,6
619,193156146X,9
620,0140021566,6
620,0449245691,7
625,2070334368,7
625,2070384349,10
625,2070417743,9
625,207053880X,10
625,2253004022,9
625,2253007102,10
625,2266029460,10
625,2266033689,9
625,2266084372,8
626,3492207006,10
628,3442724686,5
628,3596144434,4
638,0060191929,9
638,0140107649,10
638,0151001006,10
638,0316603287,9
638,0316666343,10
638,0316693006,10
638,0316693200,9
638,0316769487,10
638,0316776963,10
638,0316779490,9
638,0316789089,10
638,0316969443,10
638,0345339711,10
638,0345428900,8
638,0380978539,8
638,0385420161,9
638,0385500769,10
638,0385504209,10
638,0385505833,10
638,0394574745,8
638,0399148582,9
638,0425184129,9
638,0446523569,10
638,0446525502,9
638,0446525537,9
638,0446527793,10
638,0446531332,10
638,0525943862,8
638,052594463X,9
638,0609605925,8
638,0609606727,8
638,0670892963,7
638,0671042556,9
638,0679410430,10
638,0679442790,10
638,0679603352,10
638,067972768X,10
638,0679732241,9
638,0679746048,7
638,0684874318,10
638,0688180639,9
638,0743230051,9
638,0743406176,10
638,0842336214,7
638,1558747028,10
638,1558747346,8
638,1570717257,9
639,0451176812,7
640,0394551427,8
640,0446602086,5
640,0718144538,8
641,0064407667,5
643,0007100221,7
643,0140292918,8
643,0140366660,9
643,0140622063,8
643,0198604025,7
643,0416196772,8
643,057120354X,5
643,0571209521,7
643,0671894455,7
643,0743222229,8
643,0743462335,8
643,0747538069,8
643,0890877564,8
643,1405200677,8
643,1841952931,8
643,1853260002,2
643,185479549X,8
643,1854795554,9
643,1858813093,7
643,2020315491,8
643,2253043974,8
643,2253063339,10
643,2253148539,8
643,2871290911,6
649,0375501347,7
650,0060927240,7
651,0060006048,5
651,0060934719,8
651,0307215342,6
651,0312287240,8
651,0345370740,7
651,0345403339,7
651,0374343381,7
651,0374386676,8
651,0380788497,7
651,0425049981,10
651,0425142485,6
651,0440219604,8
651,0440226694,8
651,0446300101,8
651,0451456548,7
651,0553574159,6
651,0553574167,6
651,0553574175,6
651,0553579673,7
651,0679801146,4
651,0786886463,7
651,0786889160,7
651,0962893862,4
651,156341029X,8
651,1563411148,6
651,1563899388,6
651,1886383421,4
651,1888451084,7
657,038529929X,6
657,0767903285,5
660,1573229571,8
677,0345418778,8
683,0517201658,8
685,039914370X,7
685,0743211383,10
695,0312977905,5
695,0451205421,7
695,0812521331,7
695,1884777805,8
698,0894342789,5
705,8806142267,7
707,0394559487,5
707,039457513X,5
707,0670844594,8
708,0804001944,7
709,0064405052,9
709,0064409457,6
709,0152162445,10
709,015216250X,10
709,0152162577,10
709,0316666343,3
709,0345391802,7
709,0439042917,9
709,043922165X,9
709,0439221676,4
709,0439221684,5
709,0439221706,4
709,0439221714,4
709,0439221730,4
709,0440219078,10
709,0440415993,10
709,0590897985,9
709,0689829698,6
709,0689832877,10
709,1562477528,9
712,3257201761,6
712,3404118960,5
712,349913358X,6
713,0753804700,10
714,0451155750,7
714,0884111342,6
717,0671694049,7
726,0373250339,5
726,0380820447,10
726,0385497679,10
726,0451454243,10
728,067175145X,5
730,0380538504,5
735,038533334X,4
735,0440120470,6
735,0440222818,7
735,0440224829,9
735,044661162X,9
735,0449001954,8
735,0449131548,8
735,0451185277,8
735,0515134368,9
735,0671779338,10
739,1558505377,9
741,0130139165,8
741,0140065172,10
741,0198320264,10
741,0373196741,3
741,0381999866,8
741,0393030342,10
741,044132231X,8
741,0450029956,10
741,0451524489,10
741,0451526503,10
741,0553256785,8
741,0590514776,6
743,0786889705,7
744,0425113892,7
744,042512892X,8
744,0425137945,8
746,014036336X,8
746,0375821813,8
746,0394820371,8
746,0812516826,5
753,0679420118,10
753,0741402858,8
753,0741402912,10
753,0741403056,10
753,0741403471,10
753,0741403781,10
753,0741405784,8
753,0741407213,10
753,0741409690,10
753,074141127X,10
753,0759612277,10
753,0871137380,10
753,1585007366,10
756,0553568760,5
757,034538184X,8
758,0140620109,9
758,0140620125,10
759,0671745530,7
763,0553211412,8
763,0671510053,10
763,0805062971,10
765,1573229385,8
767,0945397410,10
769,0060914653,10
771,0345347536,10
774,055321313X,8
776,0060529709,7
776,0140274154,9
776,0375507256,10
776,0375704027,8
776,0876850867,8
776,3473540420,9
777,0590484753,9
777,0874067391,9
778,039914739X,10
780,0449911004,10
782,0975311255,10
785,0743237188,5
786,0553584510,6
786,0553586122,3
790,0345341201,8
805,0060256672,10
805,0060928336,7
805,0140070206,9
805,0140077022,10
805,014016930X,10
805,0140236589,7
805,0140253602,4
805,0156027321,9
805,0316777730,7
805,0375501851,8
805,0375705228,8
805,038001503X,10
805,039592720X,9
805,0440215625,8
805,0452282152,8
805,0553268449,8
805,0671003755,8
805,0679732764,10
805,0684844729,8
805,0810935627,7
805,0877733759,10
805,0911104542,10
805,1566193966,8
811,3499134446,8
818,067142517X,5
819,0345384466,5
819,0446364193,7
819,0451124340,5
819,0671726889,5
824,0679734775,5
827,0152013369,7
827,0425124819,10
827,0440414717,10
828,0345409469,10
834,0141001771,5
834,0373250177,2
834,0449005569,3
834,0671027344,7
834,0763615382,3
834,0786884622,3
834,0965975401,5
834,1558747346,5
843,006019491X,8
843,0066211611,8
843,0684819066,8
843,0786927089,8
850,0671578103,6
850,3423009152,3
850,3423620005,9
850,3453147243,5
850,3453171977,10
850,3453177800,5
850,3492229336,8
850,3596133319,6
850,3746611229,3
853,0140042520,8
853,0345358791,5
853,0345375211,9
853,034545829X,9
853,0446677574,8
878,0553574833,9
882,0020418809,10
882,0373218400,5
882,0373484224,7
882,0380018179,10
882,0385504209,10
882,0394557433,10
882,0425179672,10
882,0440235162,10
882,0446344109,9
882,0452265347,10
882,0515134368,6
882,0515135062,6
882,0553205587,9
882,0553250426,10
882,0553280589,10
882,0553572997,10
882,067101420X,4
882,0679429220,9
882,067976402X,10
882,0743457943,5
883,0140266771,7
885,0380002450,9
885,0804106304,5
886,0679723420,7
887,0441004016,8
895,0671500546,7
896,0140620338,8
896,0460878263,7
899,0971880107,2
899,3257061269,9
899,3453088433,4
899,3453199766,8
899,3746670144,7
900,0060928336,9
900,0373057296,5
900,0373058446,5
900,0373092237,5
900,0373257074,5
900,0425137015,6
900,0441001335,5
900,0449212084,5
900,0451450604,5
900,0451454677,5
900,0553572490,6
900,0553576976,5
901,000649840X,9
901,0099771519,9
901,0140431268,8
901,014044503X,8
901,0551030682,8
901,0551032510,9
901,0785268480,10
901,0851707777,9
902,067102535X,8
903,0876855575,9
913,0140272658,8
914,3257250053,10
914,340780573X,10
914,3407805853,10
915,0156027321,10
921,2070372294,3
924,2264030542,8
929,0029087104,8
929,0030615321,8
929,0345285549,5
929,0345307674,5
929,0345331605,7
929,0385314744,7
929,0425050750,8
929,0439404371,8
929,0440224624,6
929,044100962X,4
929,0451169530,6
929,0553296981,10
929,0553801031,9
929,0671461494,8
929,0671617028,8
929,067163884X,7
929,0679741011,5
929,0766607119,8
929,0894803700,8
929,0939766027,5
929,1895383129,7
938,0385335482,9
941,0553258001,9
951,0375704043,8
965,0805063889,9
969,068986020X,8
973,1573228567,10
984,0449217868,9
984,0671573020,7
999,0441003257,7
1003,0451202503,5
1008,0312195516,9
1009,0399149759,8
1009,0451181468,9
1009,0671028375,10
1010,0345384733,5
1016,0399146008,7
1019,0515132632,8
1021,0060930535,10
1021,1570362084,10
1022,0375702709,10
1022,044990928X,8
1024,0060916508,7
1024,0671038184,5
1025,000636988X,9
1025,0060928336,5
1025,0142000663,10
1025,0330306839,8
1025,0380012863,8
1025,0394404289,9
1025,0552996009,9
1025,0552998001,9
1025,0552999512,7
1025,0575073004,8
1025,0575073314,8
1025,068484267X,9
1025,0743225082,8
1025,0861638522,5
1026,1578562333,7
1031,0345458915,7
1031,0671027360,7
1032,006092988X,8
1032,038531258X,10
1032,0446310786,10
1038,0140317937,5
1040,0743225406,5
1048,0553256696,9
1048,0785263780,8
1048,0802433243,7
1054,0375413081,9
1054,1400034779,8
1057,038533303X,6
1057,0451163753,10
1060,0786885688,8
1063,0345387007,5
1063,0671311891,9
1063,0671721038,6
1063,0671880187,5
1063,0802069347,7
1063,0895773538,9
1063,1558506454,8
1075,0142001740,10
1075,0316666343,7
1075,0375726403,7
1075,0385504209,7
1075,0472113658,5
1075,0553377868,9
1075,0609608444,10
1075,0767902521,9
1075,0892967048,8
1075,1400034779,5
1079,0915811332,8
1082,1558744606,10
1083,014131088X,10
1083,0345325818,10
1083,043909013X,9
1083,044023767X,10
1083,0451526503,6
1083,080410753X,7
1087,0884043142,9
1093,0312983212,6
1094,0553486411,8
1095,0865532168,10
1095,3478088534,5
1096,059040640X,7
1096,1566197155,7
1098,031227999X,7
1108,0385508417,7
1111,0385510438,8
1113,0385324057,9
1113,0718001044,6
1113,0812515722,5
1113,0848705459,8
1116,0061030651,8
1116,006109594X,7
1116,031298250X,4
1116,0425095584,2
1116,0425185710,6
1116,0451409086,6
1116,0553575619,5
1118,0399144463,8
1118,0671527215,9
1123,0486203077,8
1123,0671522817,7
1124,0618074716,8
1129,0064407667,4
1129,014025448X,7
1129,0385472951,6
1129,0385493800,6
1129,0553377876,3
1129,0671318314,7
1129,1400062888,3
1129,1558612815,9
1129,1931520038,10
1131,0060934417,8
1131,0060976845,7
1131,0061093092,8
1131,0061098361,7
1131,0070212570,7
1131,0174434642,8
1131,0312243022,8
1131,0312983824,6
1131,0345370805,7
1131,0375703055,7
1131,0385480016,9
1131,0394758285,7
1131,0440214424,8
1131,0446605891,6
1131,0446672211,7
1131,0446673544,5
1131,0449149676,7
1131,0451187903,7
1131,0451523067,8
1131,0671004565,6
1131,0671793489,7
1131,0679761837,7
1131,0679772677,7
1131,0743418174,7
1133,0446611239,8
1137,8481301132,7
1140,0671880187,10
1150,0486280616,10
1155,006101253X,7
1155,0373250223,8
1155,0380814021,6
1155,0380817683,10
1155,0440217806,7
1155,0446607835,8
1155,0451402103,8
1155,0451409256,9
1155,0671000381,7
1155,0671032658,9
1155,0671689231,7
1155,0671701053,5
1155,0743405978,8
1161,0061098795,5
1161,0373226519,6
1161,0375725784,5
1161,0465016146,10
1161,0791423549,10
1164,0380012774,10
1166,225313922X,9
1167,0060929596,10
1167,0373834985,5
1167,038533656X,5
1167,0440217520,5
1167,0440224675,8
1167,0679450548,7
1167,0743230213,7
1167,0802135196,9
1169,0375707425,6
1172,3453151933,10
1174,0231105592,4
1178,014056232X,10
1178,0440203155,10
1178,0440401119,9
1178,0440940001,2
1180,0812565959,10
1184,034536628X,7
1184,0425163385,7
1184,0553585118,3
1184,0880387483,7
1192,0373152655,5
1192,0451404033,7
1200,0380773155,9
1210,0679731148,9
1211,0099771519,9
1211,0385504209,9
1211,0786889373,8
1211,2070360024,8
1211,2070360423,7
1211,2070364283,7
1211,2070415686,8
1211,2070417700,6
1211,2070426815,7
1211,2207245810,9
1211,2207250474,9
1211,2207251756,10
1211,2207252000,8
1211,2253004898,8
1211,2253005274,8
1211,2253152277,7
1211,2258036992,9
1211,2266000489,8
1211,2290305251,8
1211,2290331406,8
1211,2723409821,10
1214,0380600129,8
1214,0451522389,8
1219,0425169324,7
1219,082176828X,6
1223,0316693324,3
1234,8420725927,9
1235,0140089586,9
1235,0345378490,9
1242,1559277785,7
1248,0205280854,9
1248,0312169655,10
1248,0312205872,10
1248,0345367898,10
1248,0345396529,10
1248,0385425686,6
1248,0393029190,10
1248,0440455332,10
1248,0449912558,10
1248,0553110721,10
1248,0553580272,10
1248,0670867144,10
1248,0679412271,9
1248,0679452281,9
1248,0785324712,10
1248,0803281730,10
1248,0805051732,9
1248,0811807150,9
1248,0934257345,9
1248,1558534245,10
1248,1560980087,10
1248,1860462995,10
1249,0440226430,5
1249,0671004565,8
1249,0684835983,8
1250,0385721358,8
1252,031231616X,8
1254,0894805770,10
1254,089480829X,10
1254,0971453217,7
1258,0553232053,4
1259,0062502174,7
1261,0316776963,8
1261,0345401123,7
1261,0345438329,6
1261,0452282152,7
1261,0688177751,8
1262,1593160127,10
1262,1593160151,10
1263,0451209435,9
1264,0375707972,8
1266,0618126988,10
1267,0060094850,5
1279,031219126X,10
1279,0872860175,5
1281,0345446860,7
1293,0446310492,10
1294,037348285X,8
1294,0399145087,7
1294,0812590244,8
1296,0963641328,10
1297,0060192119,8
1297,0679731148,7
1297,0836218256,7
1297,1574551108,10
1309,0316969680,7
1314,8807015293,1
1324,0689109865,5
1330,3518368540,10
1331,0141180633,9
1331,0773762078,5
1331,0786248688,9
1343,0552996009,9
1343,0590660543,10
1344,0786014210,8
1348,0061008028,7
1348,1888740051,8
1355,1931646384,9
1359,0399501487,7
1360,157566559X,7
1361,3423125551,10
1368,0060514949,7
1368,0066210151,7
1368,0375411992,5
1368,0425188361,7
1369,0060287802,7
1372,3423620196,10
1372,3442730066,9
1375,0743203313,5
1376,0345417623,8
1376,0425172554,7
1376,0425177173,9
1376,042517736X,7
1377,0440224764,8
1389,0553572997,9
1395,193072229X,10
1396,0380727501,10
1399,0312423799,9
1399,0316089745,10
1399,037542217X,9
1403,0345440773,8
1409,0061093106,8
1409,0373218192,8
1409,042517736X,9
1409,0440208912,8
1409,0515120006,6
1409,0515127396,5
1410,0684868911,9
1412,0156027321,9
1412,0345416260,9
1412,0345433084,6
1412,0385486804,9
1412,0385494785,9
1412,0385512104,9
1412,0451180208,7
1412,089587198X,7
1417,0525237704,7
1424,0060512822,7
1424,0060930535,7
1424,0061015725,8
1424,0061056871,6
1424,0061097314,5
1424,0099771519,8
1424,0140255087,10
1424,0142001430,7
1424,0151002290,6
1424,031215125X,7
1424,0316291161,8
1424,0330357808,6
1424,033036197X,6
1424,0385720106,7
1424,039914255X,7
1424,0451527569,7
1424,0553295071,6
1424,0590988301,7
1424,0595157939,7
1424,0671646575,8
1424,0676974562,7
1424,0702231088,7
1424,0743431014,7
1424,0767902521,8
1424,0804106304,6
1424,1585673625,7
1424,1876825251,7
1427,0062502182,10
1433,0743418174,3
1434,0060175400,10
1435,0060915544,10
1435,0060977477,5
1435,0345378490,5
1435,0345387651,5
1435,0345410998,10
1435,0374517886,8
1435,0380728249,10
1435,0394742591,7
1435,0446611239,10
1435,0446672211,8
1435,0451183665,7
1435,0451208765,4
1435,0517149257,10
1435,0517573822,10
1435,0618127453,9
1435,0671024248,4
1435,0679751343,8
1435,068484267X,8
1435,0684848783,5
1435,0684863324,9
1435,080410753X,10
1435,0812590236,4
1435,0850315336,6
1435,0877732906,6
1435,0913367176,10
1435,0933121245,7
1435,0971880107,5
1435,155874262X,10
1435,1573221775,4
1436,044022165X,6
1436,0451201558,9
1436,0891074759,7
1439,0061032077,8
1442,2253004243,10
1448,0679459626,6
1455,0812566629,8
1461,0816614024,10
1466,3518390473,4
1466,3596113350,8
1467,0553583085,7
1467,0671001701,7
1467,0782125557,7
1467,1555217532,7
1467,1892051001,5
1473,1587991039,10
1475,1587214768,8
1484,1857931467,5
1485,0140004424,9
1485,0380706725,8
1485,0380717085,8
1485,0440512158,10
1485,0767904281,6
1486,0971880107,5
1489,0385492081,8
1491,0451524829,7
1499,0465090974,5
1499,0877287384,9
1499,1931412677,6
1500,0670848549,7
1504,0345370775,8
1511,0345391802,9
1511,0425130215,7
1513,0671510053,8
1515,0671027344,9
1517,8420444782,4
1517,8489618844,6
1519,0671028375,8
1530,044023722X,8
1535,006017935X,7
1535,067976402X,10
1539,1558532161,10
1548,0060394447,1
1548,006093395X,6
1548,0312243022,8
1548,034540288X,5
1548,0345425707,8
1548,0345434692,7
1548,0374177023,7
1548,037541181X,7
1548,0425167313,8
1548,0451821971,7
1548,0452282152,8
1548,0553131893,8
1548,0553234609,9
1548,0553258540,9
1548,0765342294,8
1550,0802713661,9
1554,0440237688,9
1554,0679884394,10
1556,1566091446,5
1558,006105660X,10
1558,0374281602,9
1558,0425167720,7
1558,0446519960,10
1558,0609610597,10
1558,0671698419,10
1559,0060173289,10
1570,0156787334,10
1582,1569314195,10
1583,0060908548,5
1585,0028606353,5
1585,0061030953,4
1585,0316182540,7
1585,0316919896,7
1585,0345413903,7
1585,0446355224,4
1585,0446604658,6
1585,0446611611,6
1585,0449212602,8
1585,0451147375,5
1585,0451178033,6
1585,0553282476,7
1585,0553299506,7
1585,0553343874,6
1585,0684867621,4
1585,0881845906,5
1586,0590634275,7
1589,0061031569,5
1591,3257228007,10
1596,0060002492,5
1596,0385511612,6
1596,0679426159,6
1597,0316569321,7
1597,0671020315,5
1597,067169071X,7
1597,0679732241,4
1608,0449212602,10
1608,0449214982,5
1608,0515090174,8
1608,0515095826,8
1608,0515111279,8
1615,3492232981,10
1616,0553580876,9
1617,0385475713,7
1617,0553268449,8
1619,0440225701,9
1619,0553280341,7
1619,0553578693,7
1633,0425045250,7
1639,0689825234,9
1641,0553375407,7
1650,0804106304,10
1652,0151006903,7
1652,0385504209,7
1652,0679744479,7
1652,1931561281,5
1653,8401466350,7
1654,1562477676,8
1660,0312983654,6
1660,0345454073,3
1660,0553561618,6
1660,0553582747,5
1660,0553582933,7
1660,0671034022,6
1660,0789414708,6
1660,089480829X,7
1674,0060187271,10
1674,0060975547,9
1674,0131554255,7
1674,0312314256,10
1674,0312868308,5
1674,0312874006,1
1674,0316136778,10
1674,0345384466,7
1674,0345416880,7
1674,0375725784,10
1674,0385483503,10
1674,038548951X,10
1674,0385497288,10
1674,0393312801,10
1674,0445202718,1
1674,0449912558,5
1674,0553380958,10
1674,0590486101,10
1674,0679725164,6
1674,0812505166,10
1683,0786005998,7
1684,0385254520,8
1688,0515122491,5
1688,051512902X,5
1688,0515131091,6
1688,0552138223,9
1688,0812530314,6
1696,8401427177,8
1706,0060182792,9
1706,0345392825,5
1706,0393038440,4
1706,0446606723,7
1706,0451524934,10
1706,0679721819,8
1706,0737020121,8
1718,0743418174,8
1719,0375412972,7
1719,0671027123,3
1719,0679745645,7
1719,1569470901,5
1721,0449225151,9
1723,0590449737,5
1725,0765342405,9
1725,844062719X,10
1725,844507119X,10
1725,8466307982,7
1730,0767905180,8
1733,0061042005,9
1733,0061095869,8
1733,0312968256,6
1733,0312983824,5
1733,0316089699,5
1733,0345447840,10
1733,0373218400,9
1733,0373240228,10
1733,0373242328,6
1733,037325928X,7
1733,0373271867,7
1733,0373273193,8
1733,0373301529,6
1733,0373301537,6
1733,037330174X,8
1733,0373706545,5
1733,0373708319,6
1733,0373708351,10
1733,0373764146,7
1733,037383232X,9
1733,0373835426,7
1733,0373871945,6
1733,0380775840,9
1733,0425181111,7
1733,0446357405,7
1733,0446364762,5
1733,0446603082,8
1733,0449210197,1
1733,0451205650,5
1733,051513287X,9
1733,0517077744,8
1733,059035342X,10
1733,0671007696,9
1733,0743412621,8
1733,0971880107,1
1733,1551664348,7
1733,1551666200,9
1733,1551669404,6
1745,0380804670,8
1762,8807810360,6
1768,0440226430,10
1773,0804106304,9
1775,0140348107,8
1782,0884092119,9
1790,0060506679,4
1790,0375701427,8
1790,044022165X,5
1790,0553135457,6
1790,0671793489,8
1790,0803263724,8
1791,0380000830,8
1791,0380014300,8
1791,0812504364,7
1792,0895773570,7
1792,155874262X,8
1797,2743606789,8
1799,8806160427,9
1802,0553255142,7
1803,0385504209,9
1805,0060936363,7
1805,0312195516,9
1805,0312281250,7
1805,0345406516,6
1805,038082101X,7
1805,0385490461,8
1805,843760494X,8
1805,9500703203,7
1807,3453099613,3
1812,0312774842,8
1812,0312979479,9
1812,0375727566,8
1812,0671708635,7
1812,1579213405,6
1813,0399139125,4
1830,0553377884,6
1830,0553572997,7
1835,9679787834,6
1838,0061012289,9
1838,0425162788,9
1838,0609605623,8
1841,0451208811,5
1844,3404920910,8
1846,2070419878,10
1848,0061030651,5
1848,0070419361,10
1848,0156027321,10
1848,0312852487,10
1848,0345342968,10
1848,0345348109,9
1848,0345378482,8
1848,0345417623,8
1848,0345443683,9
1848,0375705090,9
1848,0385029551,10
1848,0394712447,10
1848,0451169530,5
1848,0525463313,6
1848,0671722727,10
1848,0684818868,10
1848,0765348438,10
1848,0765348446,10
1848,0778800229,5
1848,0786868716,10
1848,0804832463,10
1848,0812511816,10
1848,0812513738,8
1848,0812550706,8
1848,0871401185,7
1848,0890420254,10
1848,1929194196,10
1850,0340612843,7
1859,0812515609,8
1863,3442424623,8
1863,3502517959,7
1869,0425122123,8
1869,0812530489,10
1878,0446326488,7
1881,0446609986,9
1881,080410882X,4
1888,0375726624,8
1891,0892882816,5
1891,1577487370,7
1892,0767902521,9
1898,0060922532,8
1898,0060951710,9
1898,0385484518,8
1898,0786864133,8
1900,006251119X,7
1901,0345380274,4
1901,0440224039,6
1903,0060928069,7
1903,0130289221,10
1903,0130891347,8
1903,0316777730,10
